                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     15,                0.80512,                0.70711,                 1.1485,                0.76365,                  0.875,                0.83979,                0.55542,                 1.2907,                 2.1535,                 2.1018,              0.0010437,              0.0010437,              0.0010437
                     16,                0.73974,                0.59703,                 1.1229,                0.43016,                   0.75,                0.54442,                0.30569,                  1.451,                 5.5735,                  2.418,              0.0011041,              0.0011041,              0.0011041
                     17,                0.84574,                0.67653,                 1.3292,                0.27392,                  0.875,                0.26314,                0.10918,                 1.6591,                 9.4472,                 2.6972,              0.0011631,              0.0011631,              0.0011631
                     18,                0.81874,                0.73812,                 1.1299,                0.60629,                 0.6875,                0.56793,                0.31091,                 1.6735,                 5.0747,                 2.2471,              0.0012208,              0.0012208,              0.0012208
                     19,                0.84714,                0.73573,                 1.2086,                0.51917,                 0.6875,                0.63279,                0.35815,                 1.4163,                 3.8204,                 2.0383,              0.0012773,              0.0012773,              0.0012773
                     20,                0.79629,                0.59357,                 1.1354,                0.70131,                 0.8125,                0.66238,                0.37981,                 1.3052,                 2.6353,                 1.9512,              0.0013323,              0.0013323,              0.0013323
                     21,                0.82217,                 0.7161,                  1.219,                 0.3065,                0.69064,                0.45095,                0.20275,                 1.6554,                  8.651,                 2.5195,              0.0013861,              0.0013861,              0.0013861
                     22,                0.81745,                0.71466,                  1.234,                0.67907,                 0.6622,                0.66671,                0.28238,                 1.5429,                 2.7522,                 1.9808,              0.0014385,              0.0014385,              0.0014385
                     23,                0.84547,                0.62607,                  1.249,                0.68983,                   0.75,                0.75624,                0.39025,                 1.6673,                 1.5995,                 1.9099,              0.0014897,              0.0014897,              0.0014897
                     24,                0.82807,                0.62852,                 1.1919,                0.58205,                0.69672,                 0.6686,                0.40799,                 1.5123,                 1.7273,                 1.6611,              0.0015395,              0.0015395,              0.0015395
                     25,                0.77918,                0.61595,                 1.1349,                0.42784,                 0.6875,                0.51317,                 0.3058,                 1.6726,                 1.7208,                 1.8294,               0.001588,               0.001588,               0.001588
                     26,                0.79202,                0.58677,                  1.146,                0.49535,                    0.5,                0.48193,                0.28743,                 1.7883,                 1.9757,                 2.0002,              0.0015875,              0.0015875,              0.0015875
                     27,                0.76058,                0.55598,                 1.1088,                 0.5734,                 0.4375,                0.51079,                0.27401,                 1.7171,                 2.2664,                 1.9855,              0.0015875,              0.0015875,              0.0015875
                     28,                0.80458,                0.61712,                 1.1056,                0.13728,                 0.5625,                0.22795,                0.16613,                 1.6172,                 3.5535,                 1.9042,               0.001571,               0.001571,               0.001571
                     29,                 0.7538,                0.52971,                 1.1345,                0.09784,                 0.5625,                0.13976,                 0.1016,                  2.169,                 3.7409,                 2.6032,              0.0015545,              0.0015545,              0.0015545
                     30,                0.72754,                0.57489,                  1.056,                0.14748,                  0.625,                0.12091,                0.06899,                 1.8866,                 5.0152,                 2.0127,               0.001538,               0.001538,               0.001538
                     31,                0.76246,                0.55678,                 1.1223,                0.18511,                 0.8125,                 0.1563,                0.06626,                 2.0335,                   6.54,                 2.1898,              0.0015215,              0.0015215,              0.0015215
                     32,                0.68963,                0.47474,                 1.0756,                0.55784,                0.71036,                0.67733,                0.50549,                 1.1118,                 1.8158,                 1.4748,               0.001505,               0.001505,               0.001505
                     33,                  0.735,                0.50913,                 1.0848,                0.67333,                 0.6875,                0.67257,                0.50503,                0.97674,                 1.7626,                 1.3194,              0.0014885,              0.0014885,              0.0014885
                     34,                0.73241,                0.48001,                 1.0701,                0.11645,                 0.9375,                0.12027,                0.06961,                  1.044,                 4.2285,                 1.4522,               0.001472,               0.001472,               0.001472
                     35,                0.69254,                0.51459,                 1.0317,                0.10899,                      1,                0.11211,                0.06502,                 1.1945,                 12.204,                 1.7733,              0.0014555,              0.0014555,              0.0014555
                     36,                0.62075,                0.47697,                 1.0365,                0.61731,                 0.8125,                0.81851,                0.54965,                 1.0386,                 1.4777,                 1.4508,               0.001439,               0.001439,               0.001439
                     37,                0.60447,                 0.4233,                 1.0015,                0.99886,                      1,                  0.995,                0.72933,                0.85556,                0.75005,                 1.2144,              0.0014225,              0.0014225,              0.0014225
                     38,                0.64396,                0.44253,                 1.0159,                0.98139,                 0.9375,                  0.983,                0.81239,                0.74629,                0.63555,                 1.0933,               0.001406,               0.001406,               0.001406
                     39,                0.62427,                0.43627,                 1.0176,                 0.8264,                 0.8933,                0.96071,                0.82976,                0.63018,                0.66608,                  1.016,              0.0013895,              0.0013895,              0.0013895
                     40,                0.69775,                0.44963,                 1.0947,                 0.8755,                      1,                0.98833,                0.84863,                0.62212,                0.58487,                  1.022,               0.001373,               0.001373,               0.001373
                     41,                0.72355,                0.54064,                 1.1626,                0.85058,                      1,                  0.975,                0.81079,                0.63997,                0.70975,                 1.0238,              0.0013565,              0.0013565,              0.0013565
                     42,                0.60661,                0.43072,                 1.0471,                0.83874,                      1,                  0.973,                0.81221,                0.63684,                0.74939,                 1.0123,                0.00134,                0.00134,                0.00134
                     43,                0.64106,                0.44419,                 1.0143,                0.88862,                0.99743,                0.98833,                0.79326,                0.73855,                0.70658,                 1.0974,              0.0013235,              0.0013235,              0.0013235
                     44,                0.63083,                0.42486,                 1.0106,                      1,                0.98066,                  0.995,                 0.8406,                0.68008,                0.73954,                 1.0757,               0.001307,               0.001307,               0.001307
                     45,                0.64942,                0.46877,                 1.0654,                0.99036,                      1,                  0.995,                0.87051,                0.60558,                0.76776,                 1.0371,              0.0012905,              0.0012905,              0.0012905
                     46,                0.58019,                0.41385,                 1.0231,                0.99103,                      1,                  0.995,                0.82823,                0.64237,                0.76272,                 1.1142,               0.001274,               0.001274,               0.001274
                     47,                0.61496,                0.45144,                  1.066,                0.98382,                      1,                  0.995,                0.81053,                0.66889,                0.67059,                 1.1085,              0.0012575,              0.0012575,              0.0012575
                     48,                0.60574,                0.44903,                 1.0676,                 0.9724,                      1,                  0.995,                 0.8471,                0.65859,                0.68288,                 1.0633,               0.001241,               0.001241,               0.001241
                     49,                0.60654,                0.41216,                 1.0248,                0.92791,                      1,                0.98794,                0.88478,                0.55306,                0.61077,                0.96428,              0.0012245,              0.0012245,              0.0012245
                     50,                0.56235,                0.41506,                 0.9983,                0.88452,                      1,                0.98833,                 0.8616,                0.59228,                0.59008,                0.97006,               0.001208,               0.001208,               0.001208
                     51,                0.61032,                0.40305,                  1.029,                0.93337,                      1,                0.99147,                0.81901,                0.55863,                0.45852,                 0.9795,              0.0011915,              0.0011915,              0.0011915
                     52,                0.66192,                0.42508,                 1.0206,                0.93453,                      1,                0.99147,                0.81606,                0.61954,                0.45079,                 1.0227,               0.001175,               0.001175,               0.001175
                     53,                 0.5954,                0.39999,                0.99617,                0.93941,                 0.9375,                0.99147,                0.83121,                0.59871,                0.43616,                 1.0072,              0.0011585,              0.0011585,              0.0011585
                     54,                0.58873,                0.37741,                 1.0059,                0.91864,                      1,                0.99147,                0.86102,                0.58415,                0.47759,                0.98177,               0.001142,               0.001142,               0.001142
                     55,                0.58557,                 0.4248,                 1.0219,                 0.9232,                      1,                  0.995,                0.85855,                0.59195,                0.42917,                0.97457,              0.0011255,              0.0011255,              0.0011255
                     56,                0.66248,                0.41817,                  1.025,                0.97808,                      1,                  0.995,                0.85095,                0.58134,                0.40128,                0.96432,               0.001109,               0.001109,               0.001109
                     57,                0.68112,                0.40719,                 1.0043,                0.99172,                      1,                  0.995,                0.86723,                0.54862,                0.40949,                 0.9517,              0.0010925,              0.0010925,              0.0010925
                     58,                0.54579,                0.38279,                0.95529,                0.98738,                      1,                  0.995,                0.89663,                0.57629,                0.44018,                0.96786,               0.001076,               0.001076,               0.001076
                     59,                0.63449,                0.40841,                 1.0438,                      1,                  0.979,                  0.995,                0.85181,                0.58982,                0.43162,                0.97037,              0.0010595,              0.0010595,              0.0010595
                     60,                0.54826,                0.35539,                0.95377,                0.93824,                      1,                0.98794,                0.84409,                0.61321,                0.43621,                0.98374,               0.001043,               0.001043,               0.001043
                     61,                0.57457,                 0.3976,                 1.0579,                0.94002,                      1,                0.98794,                0.84063,                0.63191,                  0.439,                0.98801,              0.0010265,              0.0010265,              0.0010265
                     62,                0.64515,                0.38558,                 1.0396,                0.93639,                      1,                0.98794,                0.82639,                0.66152,                0.42227,                 1.0189,                0.00101,                0.00101,                0.00101
                     63,                0.60259,                0.43627,                 0.9879,                0.88233,                      1,                0.96083,                0.83098,                0.68892,                 0.4587,                 1.0722,              0.0009935,              0.0009935,              0.0009935
                     64,                0.57951,                0.43089,                 1.0125,                0.99701,                      1,                  0.995,                0.85375,                0.60176,                0.37237,                 1.0102,               0.000977,               0.000977,               0.000977
                     65,                 0.6055,                0.38622,                 1.0662,                      1,                0.99917,                  0.995,                 0.8731,                0.58135,                0.36041,                0.98642,              0.0009605,              0.0009605,              0.0009605
                     66,                0.54101,                0.37395,                 1.0139,                0.99957,                      1,                  0.995,                0.85884,                 0.6165,                 0.3887,                 1.0045,               0.000944,               0.000944,               0.000944
                     67,                0.55161,                0.38274,                0.98654,                      1,                0.99587,                  0.995,                0.86259,                0.57507,                0.32277,                0.98661,              0.0009275,              0.0009275,              0.0009275
                     68,                 0.5025,                0.34037,                0.92232,                      1,                0.99928,                  0.995,                0.86555,                0.55634,                0.31665,                0.99115,               0.000911,               0.000911,               0.000911
                     69,                0.53281,                0.34265,                0.97843,                0.99738,                      1,                  0.995,                0.85929,                0.56104,                0.35741,                0.97404,              0.0008945,              0.0008945,              0.0008945
                     70,                0.56053,                0.38148,                 1.0214,                0.99701,                      1,                  0.995,                0.86122,                0.57564,                0.35648,                0.97719,               0.000878,               0.000878,               0.000878
                     71,                0.49505,                0.34526,                0.97321,                0.99659,                      1,                  0.995,                0.89183,                 0.5529,                0.32012,                0.97614,              0.0008615,              0.0008615,              0.0008615
                     72,                0.61958,                0.39943,                 1.0384,                0.99645,                      1,                  0.995,                0.88472,                0.54806,                0.33218,                0.97754,               0.000845,               0.000845,               0.000845
                     73,                0.61663,                 0.4016,                 1.0235,                 0.9967,                      1,                  0.995,                0.88771,                0.51305,                0.33788,                0.95051,              0.0008285,              0.0008285,              0.0008285
                     74,                0.52256,                0.35542,                0.93301,                 0.9967,                      1,                  0.995,                0.89287,                0.46895,                  0.307,                0.89427,               0.000812,               0.000812,               0.000812
                     75,                0.50248,                0.33511,                0.98417,                 0.9967,                      1,                  0.995,                0.88686,                0.48143,                0.31425,                0.89082,              0.0007955,              0.0007955,              0.0007955
                     76,                 0.5618,                0.38138,                 1.0067,                0.99672,                      1,                  0.995,                0.89115,                0.50419,                 0.3135,                0.90276,               0.000779,               0.000779,               0.000779
                     77,                0.51514,                0.35465,                 0.9685,                0.99669,                      1,                  0.995,                0.88609,                0.54277,                 0.3075,                0.93048,              0.0007625,              0.0007625,              0.0007625
                     78,                0.51186,                0.34192,                 1.0067,                0.99675,                      1,                  0.995,                0.88083,                0.52419,                0.32516,                0.92489,               0.000746,               0.000746,               0.000746
                     79,                0.47138,                0.33657,                0.94875,                 0.9962,                      1,                  0.995,                0.92064,                0.49717,                0.31047,                0.91566,              0.0007295,              0.0007295,              0.0007295
                     80,                0.48754,                0.35786,                0.94837,                0.99647,                      1,                  0.995,                0.90708,                0.51245,                0.31648,                0.92201,               0.000713,               0.000713,               0.000713
                     81,                0.53892,                0.37574,                0.97833,                0.99669,                      1,                  0.995,                0.88943,                0.53669,                0.33008,                0.92842,              0.0006965,              0.0006965,              0.0006965
                     82,                0.49682,                0.34059,                0.94276,                0.99584,                      1,                  0.995,                0.89059,                0.57347,                0.33689,                0.95717,                0.00068,                0.00068,                0.00068
                     83,                0.51656,                0.34988,                 1.0099,                0.99367,                      1,                  0.995,                0.88879,                0.59486,                 0.3394,                0.96442,              0.0006635,              0.0006635,              0.0006635
                     84,                0.56569,                0.37971,                 1.0049,                0.99671,                      1,                  0.995,                0.85376,                0.55291,                0.32217,                0.92714,               0.000647,               0.000647,               0.000647
                     85,                0.48587,                0.35013,                0.98571,                0.99662,                      1,                  0.995,                0.87453,                0.53197,                0.31892,                0.92292,              0.0006305,              0.0006305,              0.0006305
                     86,                0.46114,                0.33642,                0.94712,                0.99666,                      1,                  0.995,                0.88174,                0.54707,                0.32903,                0.93583,               0.000614,               0.000614,               0.000614
                     87,                0.51411,                0.33315,                0.93744,                0.99668,                      1,                  0.995,                0.90885,                0.52699,                 0.3253,                 0.9232,              0.0005975,              0.0005975,              0.0005975
                     88,                0.59212,                0.36427,                 0.9686,                0.99682,                      1,                  0.995,                 0.8907,                0.53032,                0.32485,                0.92128,               0.000581,               0.000581,               0.000581
                     89,                 0.5101,                0.33804,                 0.9959,                0.99666,                      1,                  0.995,                0.89235,                0.55425,                 0.3418,                 0.9396,              0.0005645,              0.0005645,              0.0005645
                     90,                0.49054,                0.36433,                 1.0172,                0.99668,                      1,                  0.995,                0.84608,                0.58799,                0.35577,                0.97552,               0.000548,               0.000548,               0.000548
                     91,                0.48976,                0.34654,                0.91513,                0.99666,                      1,                  0.995,                0.83982,                0.57182,                0.34129,                0.97345,              0.0005315,              0.0005315,              0.0005315
                     92,                0.40448,                0.28911,                0.90316,                0.99666,                      1,                  0.995,                0.86645,                 0.5374,                 0.2976,                0.94227,               0.000515,               0.000515,               0.000515
                     93,                   0.44,                0.30327,                0.92679,                0.99672,                      1,                  0.995,                0.90054,                0.48695,                0.29605,                0.89586,              0.0004985,              0.0004985,              0.0004985
                     94,                0.46501,                0.32646,                0.92776,                0.99694,                      1,                  0.995,                 0.9035,                0.46518,                0.27317,                0.88375,               0.000482,               0.000482,               0.000482
                     95,                0.49641,                0.34619,                0.97779,                 0.9971,                      1,                  0.995,                0.90897,                0.46273,                0.27255,                 0.8815,              0.0004655,              0.0004655,              0.0004655
                     96,                0.42203,                0.28792,                0.94398,                0.99715,                      1,                  0.995,                0.90797,                0.46873,                0.28078,                0.89129,               0.000449,               0.000449,               0.000449
                     97,                0.45325,                0.31397,                0.92772,                0.99717,                      1,                  0.995,                0.89679,                0.48544,                0.28704,                0.91761,              0.0004325,              0.0004325,              0.0004325
                     98,                0.41386,                 0.2831,                0.93608,                0.99716,                      1,                  0.995,                0.90422,                0.48077,                0.27877,                0.92233,               0.000416,               0.000416,               0.000416
                     99,                0.41878,                0.29122,                0.95124,                0.99695,                      1,                  0.995,                0.91018,                 0.4651,                0.25731,                0.91687,              0.0003995,              0.0003995,              0.0003995
                    100,                0.44363,                 0.3093,                0.98533,                 0.9967,                      1,                  0.995,                0.92133,                0.44567,                0.25702,                0.89788,               0.000383,               0.000383,               0.000383
                    101,                0.37639,                0.26719,                0.93394,                0.99666,                      1,                  0.995,                 0.9002,                0.43401,                0.26541,                0.88798,              0.0003665,              0.0003665,              0.0003665
                    102,                0.35365,                0.26019,                0.89131,                0.99676,                      1,                  0.995,                0.90669,                0.43352,                0.25949,                 0.8855,                0.00035,                0.00035,                0.00035
                    103,                 0.4479,                0.27284,                0.94191,                0.99684,                      1,                  0.995,                0.91519,                 0.4457,                0.28319,                0.89608,              0.0003335,              0.0003335,              0.0003335
                    104,                0.41275,                0.29782,                 0.9232,                0.99688,                      1,                  0.995,                0.91107,                0.46245,                0.29286,                 0.9119,               0.000317,               0.000317,               0.000317
                    105,                0.42657,                0.29327,                0.95695,                0.99682,                      1,                  0.995,                0.91837,                0.46592,                0.28759,                0.91599,              0.0003005,              0.0003005,              0.0003005
                    106,                0.42734,                0.30023,                0.93565,                0.99685,                      1,                  0.995,                0.91247,                0.47918,                0.28154,                0.92555,               0.000284,               0.000284,               0.000284
                    107,                0.40322,                0.28543,                0.93657,                0.99679,                      1,                  0.995,                0.92515,                0.48642,                0.27032,                0.92733,              0.0002675,              0.0002675,              0.0002675
                    108,                0.41311,                0.29069,                0.95164,                0.99684,                      1,                  0.995,                0.91848,                0.48649,                0.26099,                0.92617,               0.000251,               0.000251,               0.000251
                    109,                 0.3809,                0.28023,                0.91519,                0.99676,                      1,                  0.995,                0.90498,                0.47897,                0.25321,                0.91847,              0.0002345,              0.0002345,              0.0002345
                    110,                 0.3608,                0.29404,                0.91675,                0.99677,                      1,                  0.995,                0.90847,                0.46583,                0.24559,                0.90734,               0.000218,               0.000218,               0.000218
                    111,                0.34436,                0.29755,                0.88336,                 0.9968,                      1,                  0.995,                0.91593,                0.47029,                0.24374,                0.91223,              0.0002015,              0.0002015,              0.0002015
                    112,                0.29612,                0.25699,                0.88092,                0.99691,                      1,                  0.995,                0.92033,                0.48292,                0.23716,                0.91896,               0.000185,               0.000185,               0.000185
                    113,                0.29748,                 0.2314,                0.85734,                0.99689,                      1,                  0.995,                0.90496,                0.49834,                0.23865,                0.93049,              0.0001685,              0.0001685,              0.0001685
                    114,                0.32227,                0.23724,                0.86398,                0.99685,                      1,                  0.995,                0.90977,                0.50642,                0.25093,                0.93697,               0.000152,               0.000152,               0.000152
                    115,                0.27376,                0.22415,                0.81361,                0.99687,                      1,                  0.995,                0.90429,                0.51068,                0.26105,                0.93921,              0.0001355,              0.0001355,              0.0001355
                    116,                0.29002,                0.23531,                0.81384,                0.99685,                      1,                  0.995,                0.90398,                0.50282,                0.26282,                0.93474,               0.000119,               0.000119,               0.000119
                    117,                0.30848,                0.26527,                0.88666,                0.99694,                      1,                  0.995,                0.91653,                0.49222,                0.26044,                0.92565,              0.0001025,              0.0001025,              0.0001025
                    118,                 0.2797,                0.22661,                0.86527,                0.99693,                      1,                  0.995,                0.91646,                0.48439,                0.25701,                0.92203,                8.6e-05,                8.6e-05,                8.6e-05
                    119,                0.27023,                0.22418,                0.84791,                0.99691,                      1,                  0.995,                0.91644,                0.47689,                0.25213,                0.91786,               6.95e-05,               6.95e-05,               6.95e-05
                    120,                0.29083,                0.23558,                 0.8528,                0.99693,                      1,                  0.995,                0.91642,                0.47523,                0.24932,                 0.9168,                5.3e-05,                5.3e-05,                5.3e-05
